mean                  ,std                   ,root_mean_squre       ,max                   ,skewness                ,kurtosis             ,crest_factor       ,Date
0.057688910923004155  ,0.07347493104305192   ,0.07347493104305192   ,0.46419599609375      ,0.08399343541253228     ,0.6287626426442556   ,6.317746604236469  ,2004.02.12.10.32.39
0.05896719295024873   ,0.07533812128951385   ,0.07533812128951385   ,0.371585009765625     ,0.052141907331332595    ,0.648291081310854    ,4.932230899914212  ,2004.02.12.10.42.39
0.06020969436645508   ,0.0761892927992494    ,0.0761892927992494    ,0.505483984375        ,0.03280799811503518     ,0.513475308823208    ,6.634580343289128  ,2004.02.12.10.52.39
0.06140544905662536   ,0.07869075089989153   ,0.07869075089989153   ,0.6102766113281249    ,0.04148596171613031     ,1.1579527230048088   ,7.755379181785978  ,2004.02.12.11.02.39
0.061331496138572694  ,0.07843746411081838   ,0.07843746411081838   ,0.393403857421875     ,0.028223944368193307    ,0.6031769286310373   ,5.015509640470584  ,2004.02.12.11.12.39
0.061653764853477476  ,0.07829782000144782   ,0.07829782000144782   ,0.440623095703125     ,0.026852972301411062    ,0.45609362146286525  ,5.627526994940311  ,2004.02.12.11.22.39
0.061933905029296875  ,0.07861603186545633   ,0.07861603186545633   ,0.3896064453125       ,0.05859457915072469     ,0.4786149756059892   ,4.955814177689271  ,2004.02.12.11.32.39
0.061198436126708985  ,0.07774646967579023   ,0.07774646967579023   ,0.41702666015625      ,0.0825818179550488      ,0.4719824550317826   ,5.363930502507557  ,2004.02.12.11.42.39
0.062272365417480456  ,0.07900619543360511   ,0.07900619543360511   ,0.3879162109375       ,-0.008060293710742161   ,0.404514320897305    ,4.909946730234534  ,2004.02.12.11.52.39
0.059860339179039004  ,0.07568852631669243   ,0.07568852631669243   ,0.380096630859375     ,0.04632106694487995     ,0.3252033150483178   ,5.02185270815014   ,2004.02.12.12.02.39
0.06235101735591888   ,0.07922086801763584   ,0.07922086801763584   ,0.401791259765625     ,0.03351974676189383     ,0.4552119318712826   ,5.071785626940869  ,2004.02.12.12.12.39
0.06082823126792908   ,0.07762333368719734   ,0.07762333368719734   ,0.475555029296875     ,0.019565298132388165    ,0.6415150749455001   ,6.126444288172975  ,2004.02.12.12.22.39
0.06105296216011047   ,0.07736575740151559   ,0.07736575740151559   ,0.40245126953125004   ,0.025770055100995153    ,0.3647260382142652   ,5.201930195585031  ,2004.02.12.12.32.39
0.06260189670562744   ,0.07985799357629145   ,0.07985799357629145   ,0.421033984375        ,0.036749791511127325    ,0.5982531546782224   ,5.272283531300719  ,2004.02.12.12.42.39
0.06230844584465027   ,0.07918146190235564   ,0.07918146190235564   ,0.424371923828125     ,0.024887726210298073    ,0.5511103583412886   ,5.359485839645756  ,2004.02.12.12.52.39
0.06162091164588929   ,0.07864707093207793   ,0.07864707093207793   ,0.35552099609375      ,-0.013483613994623068   ,0.5530516614826189   ,4.520460735286493  ,2004.02.12.13.02.39
0.06187116627693177   ,0.07842744893849181   ,0.07842744893849181   ,0.44101708984375      ,0.01645553133519378     ,0.4799660990734953   ,5.62324920436499   ,2004.02.12.13.12.39
0.06123977624416351   ,0.07760498435587541   ,0.07760498435587541   ,0.406661767578125     ,0.020390510898382754    ,0.4477488811593342   ,5.240150113468027  ,2004.02.12.13.22.39
0.06143480628013611   ,0.07777670281156139   ,0.07777670281156139   ,0.358757177734375     ,0.003513831143354888    ,0.34144531637324205  ,4.612656036648628  ,2004.02.12.13.32.39
0.06183009965896606   ,0.07890076758853798   ,0.07890076758853798   ,0.4732611328125       ,-0.032123571823408366   ,0.5964296522845256   ,5.998181605539301  ,2004.02.12.13.42.39
0.06219383787155151   ,0.07901527413866455   ,0.07901527413866455   ,0.416448388671875     ,0.06155298503420972     ,0.506380111063577    ,5.270479577670595  ,2004.02.12.13.52.39
0.06260633407592772   ,0.07934267114626233   ,0.07934267114626233   ,0.382808740234375     ,0.03774414644161839     ,0.38440684339994036  ,4.824752364697875  ,2004.02.12.14.02.39
0.06250015416622162   ,0.07946629829958578   ,0.07946629829958578   ,0.34580170898437496   ,0.01970775386945568     ,0.41497244255405574  ,4.351551744372337  ,2004.02.12.14.12.39
0.06257568540573119   ,0.07972131548057863   ,0.07972131548057863   ,0.368245849609375     ,-0.03851889509533165    ,0.5200740317916859   ,4.619164239695537  ,2004.02.12.14.22.39
0.062443743844032285  ,0.07935676530457542   ,0.07935676530457542   ,0.414977001953125     ,-0.036549177114067806   ,0.4846810415588352   ,5.229258026841461  ,2004.02.12.14.32.39
0.06131524374485016   ,0.07756141544378374   ,0.07756141544378374   ,0.407174072265625     ,0.026619772366221248    ,0.3099755507638151   ,5.249698834606022  ,2004.02.12.14.42.39
0.061447987565994254  ,0.07772622576182905   ,0.07772622576182905   ,0.34551533203124996   ,0.001337028961636272    ,0.36804211992333746  ,4.445286370780282  ,2004.02.12.14.52.39
0.06126710289001465   ,0.0774813044446991    ,0.0774813044446991    ,0.37124921875         ,-0.0326706483190684     ,0.4042083382464927   ,4.791468360150964  ,2004.02.12.15.02.39
0.06187071918487549   ,0.07824409152481353   ,0.07824409152481353   ,0.3933556640625       ,0.03369687604185461     ,0.34199171275367135  ,5.027289043770867  ,2004.02.12.15.12.39
0.061871062469482416  ,0.07882328465921586   ,0.07882328465921586   ,0.38544453125         ,-0.006817488878259782   ,0.5350200636292435   ,4.889983117506822  ,2004.02.12.15.22.39
0.06170973051071167   ,0.0785494350087652    ,0.0785494350087652    ,0.40527480468750005   ,-0.002622713624016512   ,0.48904471033501595  ,5.159487202451247  ,2004.02.12.15.32.39
0.06320138785839081   ,0.08021030375043676   ,0.08021030375043676   ,0.39781860351562504   ,0.023062207577248677    ,0.4867117699711172   ,4.959694514477622  ,2004.02.12.15.42.39
0.0606832800102234    ,0.07739824509206791   ,0.07739824509206791   ,0.38987983398437503   ,-0.018266270678337724   ,0.5086729705515918   ,5.037321369762316  ,2004.02.12.15.52.39
0.06225673740386963   ,0.07899110019602928   ,0.07899110019602928   ,0.3779884765625       ,0.02973078517796004     ,0.40449241574751493  ,4.785203340939169  ,2004.02.12.16.02.39
0.06153497163772583   ,0.07822305672439377   ,0.07822305672439377   ,0.36035283203124996   ,-0.014541133659960107   ,0.40668092875128137  ,4.606734217775388  ,2004.02.12.16.12.39
0.061498968706130974  ,0.07810817348945709   ,0.07810817348945709   ,0.357791064453125     ,-0.011723759566206875   ,0.42187887878439767  ,4.580712215750622  ,2004.02.12.16.22.39
0.06060800086021423   ,0.07683498673524615   ,0.07683498673524615   ,0.34903349609374995   ,-0.012802938401103161   ,0.40962780617356787  ,4.542637552557023  ,2004.02.12.16.32.39
0.06267509030342101   ,0.07984444085763252   ,0.07984444085763252   ,0.35382026367187497   ,-0.009777100151057379   ,0.5706517890996232   ,4.431370047449614  ,2004.02.12.16.42.39
0.061194993143081675  ,0.07739473796891001   ,0.07739473796891001   ,0.35830903320312496   ,0.04514825783681483     ,0.3569692841046228   ,4.62963041940991   ,2004.02.12.16.52.39
0.06140739519119263   ,0.07843592197972266   ,0.07843592197972266   ,0.49999370117187497   ,-0.0005041417219279513  ,0.6561008820895786   ,6.37454993263334   ,2004.02.12.17.02.39
0.06156838436126708   ,0.07855648477783131   ,0.07855648477783131   ,0.35649072265625      ,-0.03750214704176655    ,0.5058926832599502   ,4.538017754542549  ,2004.02.12.17.12.39
0.0618947906589508    ,0.0786407433781452    ,0.0786407433781452    ,0.39480375976562504   ,-0.008567194109819449   ,0.45311400755295494  ,5.020346232832582  ,2004.02.12.17.22.39
0.06113251332759857   ,0.07760924722037751   ,0.07760924722037751   ,0.450730615234375     ,0.04469583003677712     ,0.4307640222326756   ,5.807692142077996  ,2004.02.12.17.32.39
0.061446218395233156  ,0.07818452198751644   ,0.07818452198751644   ,0.4169462890625       ,-0.00635618800427185    ,0.488396336752809    ,5.332849500941797  ,2004.02.12.17.42.39
0.061379643139839166  ,0.07807192688424783   ,0.07807192688424783   ,0.470611865234375     ,0.030868202418370138    ,0.536781662751292    ,6.027926862009191  ,2004.02.12.17.52.39
0.060091545200347894  ,0.07646238946336069   ,0.07646238946336069   ,0.345743408203125     ,0.018150122530682534    ,0.4576700058997081   ,4.521744750977192  ,2004.02.12.18.02.39
0.06223828287124633   ,0.07888778445886611   ,0.07888778445886611   ,0.36600561523437497   ,0.06839076596299973     ,0.3564760255027597   ,4.639572751915965  ,2004.02.12.18.12.39
0.06077488396167756   ,0.07729310252096655   ,0.07729310252096655   ,0.39813793945312503   ,0.014921276074399704    ,0.49828610176171795  ,5.151015116065835  ,2004.02.12.18.22.39
0.06176727252006531   ,0.07821656732108538   ,0.07821656732108538   ,0.35120166015625      ,0.025824338304817677    ,0.32975824899322603  ,4.490118553970012  ,2004.02.12.18.32.39
0.06059711320877076   ,0.0769404413543266    ,0.0769404413543266    ,0.36812666015625      ,0.046607651596455156    ,0.4243128403754697   ,4.784566525436874  ,2004.02.12.18.42.39
0.06149744013786316   ,0.0784566088423693    ,0.0784566088423693    ,0.39790126953125005   ,-0.041870852127814225   ,0.5533985473990737   ,5.0716093316076325 ,2004.02.12.18.52.39
0.061614571542739874  ,0.07851550116945437   ,0.07851550116945437   ,0.40494399414062504   ,-0.023830270412440426   ,0.5791138307510235   ,5.1575037808988    ,2004.02.12.19.02.39
0.06237881385803222   ,0.07935929787647265   ,0.07935929787647265   ,0.5338521484375001    ,0.013215485169117731    ,0.627682513208395    ,6.727027112418155  ,2004.02.12.19.12.39
0.06058035312652588   ,0.07688593782324185   ,0.07688593782324185   ,0.3540525390625       ,-0.047841962943301286   ,0.3985078570542333   ,4.60490629478247   ,2004.02.12.19.22.39
0.06033255735397338   ,0.07660347064112269   ,0.07660347064112269   ,0.394935693359375     ,0.015918091365504334    ,0.42524278547334715  ,5.155584858675626  ,2004.02.12.19.32.39
0.06144786441326141   ,0.07831092036327802   ,0.07831092036327802   ,0.444105029296875     ,0.050826720914781964    ,0.6133875523003884   ,5.671048523458896  ,2004.02.12.19.42.39
0.06091155989170075   ,0.07734228926780076   ,0.07734228926780076   ,0.35442553710937497   ,-0.01055253808173417    ,0.4843217611881623   ,4.582558138176676  ,2004.02.12.19.52.39
0.06095518191337586   ,0.07739667641153741   ,0.07739667641153741   ,0.38503681640625      ,0.007369960546107674    ,0.44941512079219326  ,4.9748494930055305 ,2004.02.12.20.02.39
0.060183007717132565  ,0.07596992815109206   ,0.07596992815109206   ,0.34904736328124997   ,-0.00679937197147013    ,0.29858314003197517  ,4.594546444575418  ,2004.02.12.20.12.39
0.06161035576343536   ,0.0781090853466685    ,0.0781090853466685    ,0.389757666015625     ,0.01652104161192016     ,0.3479309532451049   ,4.989914608342664  ,2004.02.12.20.22.39
0.06207610778808594   ,0.07864043941895045   ,0.07864043941895045   ,0.41489570312499996   ,-0.001889781638149953   ,0.41299062915361917  ,5.2758568770792005 ,2004.02.12.20.32.39
0.06077564672470093   ,0.07709218438354405   ,0.07709218438354405   ,0.34429462890625      ,0.008946704887335465    ,0.39507344142139234  ,4.4660121082227695 ,2004.02.12.20.42.39
0.06224414346694947   ,0.07926025001588238   ,0.07926025001588238   ,0.39355654296875003   ,-0.011074794184598856   ,0.47239362493033044  ,4.9653709506327335 ,2004.02.12.20.52.39
0.06065037682056427   ,0.07691473137716869   ,0.07691473137716869   ,0.410071435546875     ,-0.0011731127230121643  ,0.3944622448109758   ,5.331507088492547  ,2004.02.12.21.02.39
0.06081355204105378   ,0.07717660830160832   ,0.07717660830160832   ,0.387875830078125     ,0.03338287419999933     ,0.37800827777844237  ,5.025821147287213  ,2004.02.12.21.12.39
0.06065224913597107   ,0.07697548805816473   ,0.07697548805816473   ,0.372793017578125     ,0.040340532998082525    ,0.4364865722352329   ,4.843009469409699  ,2004.02.12.21.22.39
0.0607914407300949    ,0.07742266494287933   ,0.07742266494287933   ,0.46090395507812504   ,0.04239872022316879     ,0.49113721911236174  ,5.953088225756236  ,2004.02.12.21.32.39
0.06048529047966004   ,0.0766164975079725    ,0.0766164975079725    ,0.394963623046875     ,0.04990645163129154     ,0.34600497216470494  ,5.155072809296407  ,2004.02.12.21.42.39
0.060507898187637334  ,0.07693101411986752   ,0.07693101411986752   ,0.370947021484375     ,-0.012696409772231567   ,0.44699011171583214  ,4.821813747397066  ,2004.02.12.21.52.39
0.06072045555114747   ,0.07728708668930986   ,0.07728708668930986   ,0.44641171875         ,0.04372833456528374     ,0.4880416166718633   ,5.776019486211872  ,2004.02.12.22.02.39
0.05936275905132293   ,0.07572478230967107   ,0.07572478230967107   ,0.502700634765625     ,0.03175156805882329     ,0.5881648615563311   ,6.638522019249481  ,2004.02.12.22.12.39
0.060502889633178715  ,0.0766661109152291    ,0.0766661109152291    ,0.39287890625         ,0.03204329748120237     ,0.36239839655682227  ,5.124544620300517  ,2004.02.12.22.22.39
0.060757193942070006  ,0.07736800711452542   ,0.07736800711452542   ,0.366236181640625     ,0.0037309822695518594   ,0.5401611783934825   ,4.733690259056267  ,2004.02.12.22.32.39
0.06174036188125611   ,0.07793970891358244   ,0.07793970891358244   ,0.384548583984375     ,-0.030949995995736064   ,0.32607400357451866  ,4.933923789871382  ,2004.02.12.22.42.39
0.06188004305839538   ,0.07879662162435938   ,0.07879662162435938   ,0.33393642578125      ,-0.005168130137509345   ,0.3948251135159331   ,4.237953593660366  ,2004.02.12.22.52.39
0.06123349580764771   ,0.07753322072782182   ,0.07753322072782182   ,0.3850615234375       ,0.010694172240866774    ,0.34016117779744404  ,4.966406913357148  ,2004.02.12.23.02.39
0.06041108187675477   ,0.0768620850433046    ,0.0768620850433046    ,0.344091162109375     ,-0.05264483562148161    ,0.4461346262694348   ,4.476734685450073  ,2004.02.12.23.12.39
0.061582212228775024  ,0.07822026971915784   ,0.07822026971915784   ,0.42401713867187496   ,-0.009280108908770558   ,0.4445772787585356   ,5.42080895647978   ,2004.02.12.23.22.39
