mean                  ,std                   ,root_mean_squre       ,max                   ,skewness                ,kurtosis             ,crest_factor       ,freq_mean,freq_variance_of_mean_frequency,freq_skewness,freq_kurtosis,freq_rms,root_variance,Date
0.0576889109230041,0.0734749310430519,0.0734749310430519,0.46419599609375,0.0839934354125322,0.6287626426442556,6.317746604236469,7.533126520835253,53.81462609276824,20.66398033000265,1116.409829657806,10.514876189079912,7.33584528822468,2004.02.12.10.32.39
0.0589671929502487,0.0753381212895138,0.0753381212895138,0.371585009765625,0.0521419073313325,0.648291081310854,4.932230899914212,7.911255921648355,53.65307974018189,13.669910949791598,564.0816328511066,10.781514272030533,7.324826260068009,2004.02.12.10.42.39
0.060209694366455,0.0761892927992494,0.0761892927992494,0.505483984375,0.0328079981150351,0.513475308823208,6.634580343289128,7.887956535412111,56.66261644232437,12.41631181534867,448.75152190490695,10.90332402283244,7.527457501861061,2004.02.12.10.52.39
0.0614054490566253,0.0786907508998915,0.0786907508998915,0.6102766113281249,0.0414859617161303,1.1579527230048088,7.755379181785978,8.124084679797766,60.81620611230138,11.801972453211048,428.9005317597692,11.261303565610252,7.798474601632128,2004.02.12.11.02.39
0.0613314961385726,0.0784374641108183,0.0784374641108183,0.393403857421875,0.0282239443681933,0.6031769286310373,5.015509640470584,8.042966910113899,61.31256797807657,11.69011969318322,376.9935409776597,11.22505611100736,7.830234222427613,2004.02.12.11.12.39
0.0616537648534774,0.0782978200014478,0.0782978200014478,0.440623095703125,0.026852972301411,0.4560936214628652,5.627526994940311,8.036365900903673,60.9704587825251,10.277242288090052,300.7660281924124,11.20507187284992,7.808358264227193,2004.02.12.11.22.39
0.0619339050292968,0.0786160318654563,0.0786160318654563,0.3896064453125,0.0585945791507246,0.4786149756059892,4.955814177689271,7.938628368453013,63.55441957681181,17.214753419794132,838.5731197634994,11.2506106478368,7.972102581929802,2004.02.12.11.32.39
0.0611984361267089,0.0777464696757902,0.0777464696757902,0.41702666015625,0.0825818179550488,0.4719824550317826,5.363930502507557,7.857828103131564,62.04617494519049,13.644201146608731,553.7495470037351,11.12616903716435,7.87693944023886,2004.02.12.11.42.39
0.0622723654174804,0.0790061954336051,0.0790061954336051,0.3879162109375,-0.0080602937107421,0.404514320897305,4.909946730234534,7.968959264323655,64.33141646151894,13.081638747389595,483.421203219721,11.306446312523168,8.02068678240953,2004.02.12.11.52.39
0.059860339179039,0.0756885263166924,0.0756885263166924,0.380096630859375,0.0463210669448799,0.3252033150483178,5.02185270815014,7.609725892962222,59.41693360150962,11.527488558710736,354.88371488638995,10.831660157497986,7.708238034824147,2004.02.12.12.02.39
0.0623510173559188,0.0792208680176358,0.0792208680176358,0.401791259765625,0.0335197467618938,0.4552119318712826,5.071785626940869,7.919270085431812,65.81653394948287,14.2377346367907,588.7038676093466,11.337167751934258,8.112738991825317,2004.02.12.12.12.39
0.060828231267929,0.0776233336871973,0.0776233336871973,0.475555029296875,0.0195652981323881,0.6415150749455001,6.126444288172975,7.785243556772949,62.78980474370771,10.436504151123495,294.9350762730643,11.10854724894225,7.924001813711788,2004.02.12.12.22.39
0.0610529621601104,0.0773657574015155,0.0773657574015155,0.40245126953125,0.0257700551009951,0.3647260382142652,5.201930195585031,7.717427505678744,63.02354206158536,16.56051067799611,773.0673279623567,11.071685931554969,7.938736805158951,2004.02.12.12.32.39
0.0626018967056274,0.0798579935762914,0.0798579935762914,0.421033984375,0.0367497915111273,0.5982531546782224,5.272283531300719,8.024434946177717,66.2155301414368,10.083924497647542,285.5543699788239,11.42834573973307,8.13729255596951,2004.02.12.12.42.39
0.0623084458446502,0.0791814619023556,0.0791814619023556,0.424371923828125,0.024887726210298,0.5511103583412886,5.359485839645756,7.91747576193567,65.71711361536236,11.40539418035331,353.7682957385371,11.33152840777453,8.106609255130184,2004.02.12.12.52.39
0.0616209116458892,0.0786470709320779,0.0786470709320779,0.35552099609375,-0.013483613994623,0.5530516614826189,4.520460735286493,7.93357509464299,63.73459518934017,16.885148124816862,823.4166944748404,11.255052597463935,7.983394966387431,2004.02.12.13.02.39
0.0618711662769317,0.0784274489384918,0.0784274489384918,0.44101708984375,0.0164555313351937,0.4799660990734953,5.62324920436499,7.824333801231958,64.74951058545375,16.00332622699442,739.2197043189101,11.22362285621513,8.046708058917867,2004.02.12.13.12.39
0.0612397762441635,0.0776049843558754,0.0776049843558754,0.406661767578125,0.0203905108983827,0.4477488811593342,5.240150113468027,7.745558771067754,63.34780738794906,13.504402446212817,531.3071750940384,11.10592130640289,7.959133582743103,2004.02.12.13.22.39
0.0614348062801361,0.0777767028115613,0.0777767028115613,0.358757177734375,0.0035138311433548,0.341445316373242,4.612656036648628,7.742253260908258,63.94544788882848,12.524276779597498,412.4216586303791,11.13049565135682,7.996589766195868,2004.02.12.13.32.39
0.061830099658966,0.0789007675885379,0.0789007675885379,0.4732611328125,-0.0321235718234083,0.5964296522845256,5.998181605539301,7.93927239419092,64.46273531255675,13.142010295249332,500.6793589724499,11.291358707512517,8.028868868810646,2004.02.12.13.42.39
0.0621938378715515,0.0790152741386645,0.0790152741386645,0.416448388671875,0.0615529850342097,0.506380111063577,5.270479577670595,7.922893973444383,65.09286053238489,14.646209465926946,630.7878138439605,11.307745551029443,8.068014658662,2004.02.12.13.52.39
0.0626063340759277,0.0793426711462623,0.0793426711462623,0.382808740234375,0.0377441464416183,0.3844068433999403,4.824752364697875,7.917917860932539,66.23349058302355,10.778280830170504,323.6532623491035,11.35459879676504,8.13839606943675,2004.02.12.14.02.39
0.0625001541662216,0.0794662982995857,0.0794662982995857,0.3458017089843749,0.0197077538694556,0.4149724425540557,4.351551744372337,7.926642882039293,66.49733236080137,11.095546768327006,340.43569784579967,11.372290874761584,8.154589650056057,2004.02.12.14.12.39
0.0625756854057311,0.0797213154805786,0.0797213154805786,0.368245849609375,-0.0385188950953316,0.5200740317916859,4.619164239695537,8.071720576440436,65.00772408308487,10.002582605095736,282.6620020221927,11.408785962897928,8.062736761366134,2004.02.12.14.22.39
0.0624437438440322,0.0793567653045754,0.0793567653045754,0.414977001953125,-0.0365491771140678,0.4846810415588352,5.229258026841461,7.927157732678959,66.1328924491481,11.755643099490776,376.7265643537671,11.356615788513755,8.132213256497158,2004.02.12.14.32.39
0.0613152437448501,0.0775614154437837,0.0775614154437837,0.407174072265625,0.0266197723662212,0.3099755507638151,5.249698834606022,7.718813376241037,63.62295449513548,16.161824960599038,751.7448402540837,11.099686231257756,7.976399845490162,2004.02.12.14.42.39
0.0614479875659942,0.077726225761829,0.077726225761829,0.3455153320312499,0.0013370289616362,0.3680421199233374,4.445286370780282,7.721004051548084,64.11327562172026,16.403805905576988,764.3740838604763,11.123271964028488,8.007076596468917,2004.02.12.14.52.39
0.0612671028900146,0.0774813044446991,0.0774813044446991,0.37124921875,-0.0326706483190684,0.4042083382464927,4.791468360150964,7.721667795772696,63.32450643922683,12.29924389909835,428.8911664439571,11.088221678317042,7.957669661353557,2004.02.12.15.02.39
0.0618707191848754,0.0782440915248135,0.0782440915248135,0.3933556640625,0.0336968760418546,0.3419917127536713,5.027289043770867,7.755388779068129,65.23532822847292,17.39356048200018,836.2619778564634,11.197382879180688,8.076838999786546,2004.02.12.15.12.39
0.0618710624694824,0.0788232846592158,0.0788232846592158,0.38544453125,-0.0068174888782597,0.5350200636292435,4.889983117506822,7.892590244514258,64.95151621969838,14.27756456293983,607.962840858504,11.280270253300673,8.059250350975478,2004.02.12.15.22.39
0.0617097305107116,0.0785494350087652,0.0785494350087652,0.4052748046875,-0.0026227136240165,0.4890447103350159,5.159487202451247,7.785792165010635,65.74332176247776,15.095781692681475,658.9731002313674,11.24108008152325,8.108225561889467,2004.02.12.15.32.39
0.0632013878583908,0.0802103037504367,0.0802103037504367,0.397818603515625,0.0230622075772486,0.4867117699711172,4.959694514477622,8.009577456555832,67.60869807949314,16.232537687127348,760.9776789991487,11.478764267640509,8.222450856009608,2004.02.12.15.42.39
0.0606832800102234,0.0773982450920679,0.0773982450920679,0.389879833984375,-0.0182662706783377,0.5086729705515918,5.037321369762316,7.819740250696247,61.53686368307655,10.918151535221568,323.9191246037362,11.076335191363412,7.844543561168907,2004.02.12.15.52.39
0.0622567374038696,0.0789911001960292,0.0789911001960292,0.3779884765625,0.02973078517796,0.4044924157475149,4.785203340939169,8.005930393944789,63.69196180777978,9.640431004891084,258.6558414614425,11.30428605797238,7.980724391167746,2004.02.12.16.02.39
0.0615349716377258,0.0782230567243937,0.0782230567243937,0.3603528320312499,-0.0145411336599601,0.4066809287512813,4.606734217775388,7.837545651447127,63.88685659722444,11.20066403829528,335.7274468166218,11.194372623588254,7.992925409211851,2004.02.12.16.12.39
0.0614989687061309,0.078108173489457,0.078108173489457,0.357791064453125,-0.0117237595662068,0.4218788787843976,4.580712215750622,7.830941166994066,63.62252140387252,10.570024656090578,312.43161975594614,11.177931873329472,7.976372697152041,2004.02.12.16.22.39
0.0606080008602142,0.0768349867352461,0.0768349867352461,0.3490334960937499,-0.0128029384011031,0.4096278061735678,4.542637552557023,7.6063249805928255,63.04985931128927,20.689349448719504,1106.7991736528502,10.995728216979524,7.940394153396243,2004.02.12.16.32.39
0.062675090303421,0.0798444408576325,0.0798444408576325,0.3538202636718749,-0.0097771001510573,0.5706517890996232,4.431370047449614,7.976059461475009,66.94523485759115,14.58242663948422,635.0053080636432,11.426406232520188,8.182006774477221,2004.02.12.16.42.39
0.0611949931430816,0.07739473796891,0.07739473796891,0.3583090332031249,0.0451482578368148,0.3569692841046228,4.62963041940991,7.679236716847887,63.70340657547272,19.32655165789181,1006.9314925237596,11.075833292753076,7.981441384579149,2004.02.12.16.52.39
0.0614073951911926,0.0784359219797226,0.0784359219797226,0.4999937011718749,-0.0005041417219279,0.6561008820895786,6.37454993263334,7.882399681757894,63.86470544447423,15.261197038083692,686.5598841895486,11.224835419169905,7.991539616649236,2004.02.12.17.02.39
0.061568384361267,0.0785564847778313,0.0785564847778313,0.35649072265625,-0.0375021470417665,0.5058926832599502,4.538017754542549,7.843635112061385,64.86195246614247,17.55620567631726,864.5637214528019,11.24208896234613,8.053691853190216,2004.02.12.17.12.39
0.0618947906589508,0.0786407433781452,0.0786407433781452,0.394803759765625,-0.0085671941098194,0.4531140075529549,5.020346232832582,7.815725719098708,65.57025779431703,14.8736193941208,649.947411023492,11.254147071657544,8.097546405814358,2004.02.12.17.22.39
