freq_mean,freq_variance_of_mean_frequency,freq_skewness,freq_kurtosis,freq_rms,root_variance,Date
7.533126520835253,53.81462609276824,20.663980330002655,1116.4098296578059,10.514876189079912,7.3358452882246805,2004.02.12.10.32.39
7.911255921648355,53.653079740181894,13.669910949791598,564.0816328511066,10.781514272030533,7.324826260068009,2004.02.12.10.42.39
7.887956535412111,56.662616442324364,12.41631181534867,448.75152190490695,10.903324022832441,7.527457501861061,2004.02.12.10.52.39
8.124084679797766,60.81620611230138,11.801972453211047,428.9005317597692,11.261303565610252,7.798474601632128,2004.02.12.11.02.39
8.042966910113899,61.31256797807657,11.69011969318322,376.9935409776597,11.22505611100736,7.830234222427613,2004.02.12.11.12.39
8.036365900903673,60.9704587825251,10.277242288090052,300.76602819241236,11.20507187284992,7.808358264227193,2004.02.12.11.22.39
7.938628368453013,63.55441957681181,17.214753419794132,838.5731197634994,11.2506106478368,7.972102581929802,2004.02.12.11.32.39
7.857828103131564,62.04617494519049,13.644201146608731,553.7495470037351,11.12616903716435,7.87693944023886,2004.02.12.11.42.39
7.968959264323655,64.33141646151894,13.081638747389597,483.421203219721,11.306446312523168,8.02068678240953,2004.02.12.11.52.39
7.609725892962222,59.41693360150962,11.527488558710736,354.88371488638995,10.831660157497986,7.708238034824147,2004.02.12.12.02.39
7.919270085431812,65.81653394948287,14.2377346367907,588.7038676093466,11.337167751934258,8.112738991825317,2004.02.12.12.12.39
7.785243556772949,62.78980474370771,10.436504151123495,294.9350762730643,11.10854724894225,7.924001813711788,2004.02.12.12.22.39
7.717427505678744,63.02354206158536,16.56051067799611,773.0673279623567,11.071685931554967,7.9387368051589515,2004.02.12.12.32.39
8.024434946177717,66.2155301414368,10.083924497647542,285.5543699788239,11.42834573973307,8.13729255596951,2004.02.12.12.42.39
7.91747576193567,65.71711361536236,11.40539418035331,353.7682957385371,11.33152840777453,8.106609255130184,2004.02.12.12.52.39
7.93357509464299,63.73459518934017,16.885148124816862,823.4166944748404,11.255052597463937,7.983394966387431,2004.02.12.13.02.39
7.824333801231958,64.74951058545375,16.00332622699442,739.2197043189101,11.22362285621513,8.046708058917867,2004.02.12.13.12.39
7.7455587710677545,63.34780738794906,13.504402446212815,531.3071750940384,11.10592130640289,7.959133582743103,2004.02.12.13.22.39
7.742253260908258,63.94544788882848,12.524276779597498,412.4216586303791,11.130495651356819,7.996589766195868,2004.02.12.13.32.39
7.93927239419092,64.46273531255675,13.142010295249332,500.6793589724499,11.291358707512517,8.028868868810646,2004.02.12.13.42.39
7.922893973444383,65.09286053238489,14.646209465926946,630.7878138439605,11.307745551029443,8.068014658662,2004.02.12.13.52.39
7.917917860932539,66.23349058302355,10.778280830170505,323.6532623491035,11.354598796765039,8.13839606943675,2004.02.12.14.02.39
7.926642882039293,66.49733236080137,11.095546768327006,340.43569784579967,11.372290874761584,8.154589650056057,2004.02.12.14.12.39
8.071720576440436,65.00772408308487,10.002582605095737,282.6620020221927,11.408785962897928,8.062736761366134,2004.02.12.14.22.39
7.9271577326789595,66.1328924491481,11.755643099490777,376.72656435376706,11.356615788513757,8.132213256497158,2004.02.12.14.32.39
7.718813376241037,63.62295449513548,16.161824960599038,751.7448402540837,11.099686231257756,7.976399845490162,2004.02.12.14.42.39
7.721004051548084,64.11327562172026,16.403805905576988,764.3740838604763,11.123271964028488,8.007076596468917,2004.02.12.14.52.39
7.721667795772696,63.32450643922683,12.29924389909835,428.8911664439571,11.088221678317042,7.957669661353557,2004.02.12.15.02.39
7.755388779068129,65.23532822847292,17.39356048200018,836.2619778564634,11.197382879180687,8.076838999786546,2004.02.12.15.12.39
7.892590244514258,64.95151621969838,14.27756456293983,607.962840858504,11.280270253300671,8.059250350975478,2004.02.12.15.22.39
7.785792165010635,65.74332176247776,15.095781692681477,658.9731002313674,11.24108008152325,8.108225561889467,2004.02.12.15.32.39
